NAME: VRP
TYPE: TSP
COMMENT: NA
DIMENSION: 25
EDGE_WEIGHT_TYPE : EUC
ARISTAS: 80
NODE_COORD_SECTION
1	2	4	1
1	6	3	1
2	1	4	1
2	7	6	1
2	3	8	1
3	2	8	1
3	8	13	2
3	4	6	2
4	3	6	2
4	9	9	2
4	5	12	2
5	4	12	2
5	10	3	2
6	1	3	1
6	7	11	1
6	11	5	1
7	2	6	1
7	6	11	1
7	8	14	1
7	12	7	1
8	3	13	2
8	7	14	1
8	13	10	2
8	9	4	2
9	4	9	2
9	8	4	2
9	14	8	2
9	10	12	2
10	5	3	2
10	9	12	2
10	15	21	2
11	6	5	1
11	12	14	3
11	16	7	3
12	7	7	1
12	11	14	3
12	17	2	3
12	13	3	2
13	8	10	2
13	12	3	2
13	18	14	2
13	14	17	2
14	9	8	2
14	13	17	2
14	19	2	2
14	15	1	2
15	10	21	2
15	14	1	2
15	20	22	2
16	11	7	3
16	17	5	3
16	21	10	3
17	12	2	3
17	16	5	3
17	22	25	3
17	18	22	2
18	13	14	2
18	17	22	2
18	23	12	3
18	19	9	3
19	14	2	2
19	18	9	3
19	24	1	3
19	20	3	3
20	15	20	2
20	19	3	3
20	25	21	3
21	16	10	3
21	22	6	3
22	17	25	3
22	21	6	3
22	23	17	1
23	18	12	3
23	22	17	1
23	24	10	3
24	19	1	3
24	23	10	3
24	25	7	3
25	20	21	3
25	24	7	3
