2343.0 50.0 
1164.0 265.0 
1164.0 265.0 
2343.0 50.0 
1701.0 216.0 
1792.0 189.0 
2257.0 121.0 
2160.0 131.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
1164.0 265.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
2343.0 50.0 
2160.0 131.0 
1792.0 189.0 
1701.0 216.0 
2257.0 121.0 
